train_loss,epoch,step,val_loss,test_loss
0.026965370401740074,2,4099,,
0.01606478914618492,2,4149,,
0.00424722395837307,2,4199,,
0.02231411077082157,2,4249,,
0.08992909640073776,2,4299,,
0.013772317208349705,2,4349,,
0.058486662805080414,2,4399,,
0.015290805138647556,2,4449,,
0.11962318420410156,2,4499,,
0.23194631934165955,2,4549,,
0.43006056547164917,2,4599,,
0.008525862358510494,2,4649,,
0.046315889805555344,2,4699,,
0.008651820942759514,2,4749,,
0.06197663024067879,2,4799,,
0.5481498837471008,2,4849,,
0.07410094887018204,2,4899,,
0.07578626275062561,2,4949,,
0.08823360502719879,2,4999,,
0.05051403120160103,2,5049,,
0.36624225974082947,2,5099,,
0.15891949832439423,2,5149,,
0.12789075076580048,2,5199,,
0.004905982408672571,2,5249,,
0.011395535431802273,2,5299,,
0.017707686871290207,2,5349,,
0.1564246118068695,2,5399,,
,2,5399,0.04783696308732033,
0.23545169830322266,3,5449,,
0.0030113316606730223,3,5499,,
0.2828896641731262,3,5549,,
0.029400784522294998,3,5599,,
0.13430532813072205,3,5649,,
0.04613998159766197,3,5699,,
0.01000402495265007,3,5749,,
0.08315581828355789,3,5799,,
0.018933769315481186,3,5849,,
0.07503965497016907,3,5899,,
0.0018652431899681687,3,5949,,
0.08019156754016876,3,5999,,
0.08038923889398575,3,6049,,
0.023153651505708694,3,6099,,
0.2182290405035019,3,6149,,
0.13633541762828827,3,6199,,
0.16234327852725983,3,6249,,
0.030043696984648705,3,6299,,
0.11373020708560944,3,6349,,
0.09687034785747528,3,6399,,
0.10539467632770538,3,6449,,
0.08139486610889435,3,6499,,
0.21125538647174835,3,6549,,
0.02299674227833748,3,6599,,
0.305929034948349,3,6649,,
0.36820027232170105,3,6699,,
0.00114741874858737,3,6749,,
0.05128463730216026,3,6799,,
0.001829843153245747,3,6849,,
0.08046717196702957,3,6899,,
0.09221271425485611,3,6949,,
0.2429053634405136,3,6999,,
0.062161706387996674,3,7049,,
0.006459888536483049,3,7099,,
0.14358481764793396,3,7149,,
0.01039186678826809,3,7199,,
,3,7199,0.04484299197793007,
0.0028795034158974886,4,7249,,
0.0013397445436567068,4,7299,,
0.1167484000325203,4,7349,,
0.14718393981456757,4,7399,,
0.013470233418047428,4,7449,,
0.0993061438202858,4,7499,,
0.05342808738350868,4,7549,,
0.11304091662168503,4,7599,,
0.00546876760199666,4,7649,,
0.011289030313491821,4,7699,,
0.0032069459557533264,4,7749,,
0.07044112682342529,4,7799,,
0.04845736175775528,4,7849,,
0.18037399649620056,4,7899,,
0.03148359805345535,4,7949,,
0.014914914965629578,4,7999,,
0.014704580418765545,4,8049,,
0.021701626479625702,4,8099,,
0.003994959406554699,4,8149,,
0.0670064315199852,4,8199,,
0.09598638862371445,4,8249,,
0.0128792030736804,4,8299,,
0.07487591356039047,4,8349,,
0.015090584754943848,4,8399,,
0.00897576380521059,4,8449,,
0.018420126289129257,4,8499,,
0.013252823613584042,4,8549,,
0.025307511910796165,4,8599,,
0.017745859920978546,4,8649,,
0.07658376544713974,4,8699,,
0.023275556042790413,4,8749,,
0.11042752116918564,4,8799,,
0.15918883681297302,4,8849,,
0.3149396479129791,4,8899,,
0.011928871273994446,4,8949,,
0.021019142121076584,4,8999,,
,4,8999,0.04882065951824188,
0.018894467502832413,5,9049,,
0.0310366228222847,5,9099,,
0.012231762520968914,5,9149,,
0.20635469257831573,5,9199,,
0.02781176008284092,5,9249,,
0.014143961481750011,5,9299,,
0.19546723365783691,5,9349,,
0.002407648367807269,5,9399,,
0.0018422630382701755,5,9449,,
0.012283382005989552,5,9499,,
0.027116477489471436,5,9549,,
0.060786549001932144,5,9599,,
0.0031117612961679697,5,9649,,
0.11681713908910751,5,9699,,
0.008868725970387459,5,9749,,
0.03954869508743286,5,9799,,
0.1434684544801712,5,9849,,
0.012178965844213963,5,9899,,
0.15193161368370056,5,9949,,
0.09990356862545013,5,9999,,
0.009760593995451927,5,10049,,
0.01307831984013319,5,10099,,
0.0015730953309684992,5,10149,,
0.009585061110556126,5,10199,,
0.0009561415645293891,5,10249,,
0.04903862625360489,5,10299,,
0.02017316035926342,5,10349,,
0.008677107281982899,5,10399,,
0.07239028811454773,5,10449,,
0.08389151841402054,5,10499,,
0.02395361289381981,5,10549,,
0.06456778198480606,5,10599,,
0.0008995418320409954,5,10649,,
0.12488351762294769,5,10699,,
0.019029008224606514,5,10749,,
0.2364763617515564,5,10799,,
,5,10799,0.044623106718063354,
0.020564841106534004,6,10849,,
0.021952390670776367,6,10899,,
0.03172588720917702,6,10949,,
0.0013674835208803415,6,10999,,
0.016928724944591522,6,11049,,
0.039202310144901276,6,11099,,
0.0032431005965918303,6,11149,,
0.05460375174880028,6,11199,,
0.056680791079998016,6,11249,,
0.1867433339357376,6,11299,,
0.07187067717313766,6,11349,,
0.00798669084906578,6,11399,,
0.0012181659694761038,6,11449,,
0.10310390591621399,6,11499,,
0.002900671912357211,6,11549,,
0.0007418850436806679,6,11599,,
0.0023618193808943033,6,11649,,
0.04641729220747948,6,11699,,
0.23994119465351105,6,11749,,
0.04719051346182823,6,11799,,
0.0017283044289797544,6,11849,,
0.012751015834510326,6,11899,,
0.023991059511899948,6,11949,,
0.06968404352664948,6,11999,,
0.04264797270298004,6,12049,,
0.059785377234220505,6,12099,,
0.30094364285469055,6,12149,,
0.0024290995206683874,6,12199,,
0.0445624440908432,6,12249,,
0.19062525033950806,6,12299,,
0.004767608363181353,6,12349,,
0.017511628568172455,6,12399,,
0.0015083883190527558,6,12449,,
0.00223871530033648,6,12499,,
0.10691067576408386,6,12549,,
0.038897790014743805,6,12599,,
,6,12599,0.042793817818164825,
0.01864505559206009,7,12649,,
0.10965171456336975,7,12699,,
0.010527342557907104,7,12749,,
0.006892136298120022,7,12799,,
0.005247883964329958,7,12849,,
0.008141147904098034,7,12899,,
0.10884717106819153,7,12949,,
0.00977617222815752,7,12999,,
0.04799898341298103,7,13049,,
0.18095432221889496,7,13099,,
0.021209601312875748,7,13149,,
0.020823735743761063,7,13199,,
0.007432850077748299,7,13249,,
0.0070960503071546555,7,13299,,
0.010030890814960003,7,13349,,
0.08898045122623444,7,13399,,
0.02259111776947975,7,13449,,
0.010965585708618164,7,13499,,
0.14194028079509735,7,13549,,
0.002644357504323125,7,13599,,
0.03452310338616371,7,13649,,
0.023964565247297287,7,13699,,
0.03688667714595795,7,13749,,
0.002757396548986435,7,13799,,
0.012156163342297077,7,13849,,
0.03439803048968315,7,13899,,
0.05684416741132736,7,13949,,
0.07473638653755188,7,13999,,
0.12014424800872803,7,14049,,
0.05834249407052994,7,14099,,
0.007413837127387524,7,14149,,
0.0010589404264464974,7,14199,,
0.0032867530826479197,7,14249,,
0.12557955086231232,7,14299,,
0.0074365693144500256,7,14349,,
0.020470542833209038,7,14399,,
,7,14399,0.046112366020679474,
0.006951599381864071,8,14449,,
0.48286932706832886,8,14499,,
0.028488188982009888,8,14549,,
0.05853784456849098,8,14599,,
0.0013462029164656997,8,14649,,
0.03910648077726364,8,14699,,
0.25036299228668213,8,14749,,
0.0013784845359623432,8,14799,,
0.0018813584465533495,8,14849,,
0.014402725733816624,8,14899,,
0.01888776570558548,8,14949,,
0.003177449107170105,8,14999,,
0.02946729212999344,8,15049,,
0.01380491629242897,8,15099,,
0.007822784595191479,8,15149,,
0.004017931874841452,8,15199,,
0.0009137244196608663,8,15249,,
0.0023558803368359804,8,15299,,
0.023711927235126495,8,15349,,
0.008614552207291126,8,15399,,
0.016534727066755295,8,15449,,
0.059588756412267685,8,15499,,
0.03862782567739487,8,15549,,
0.0786634162068367,8,15599,,
0.1392718255519867,8,15649,,
0.04749028757214546,8,15699,,
0.02609647996723652,8,15749,,
0.0010090242139995098,8,15799,,
0.05190008506178856,8,15849,,
0.011997140012681484,8,15899,,
0.0015324741834774613,8,15949,,
0.01418520137667656,8,15999,,
0.16437619924545288,8,16049,,
0.03613734617829323,8,16099,,
0.10614433884620667,8,16149,,
0.010767323896288872,8,16199,,
,8,16199,0.045641157776117325,
0.003508873749524355,9,16249,,
0.00020380048954393715,9,16299,,
0.0011769426055252552,9,16349,,
0.03825809434056282,9,16399,,
0.017379658296704292,9,16449,,
0.02668585255742073,9,16499,,
0.011168320663273335,9,16549,,
0.007644533179700375,9,16599,,
0.01076209731400013,9,16649,,
0.6461629867553711,9,16699,,
0.00029750741668976843,9,16749,,
0.007818843238055706,9,16799,,
0.011119429022073746,9,16849,,
0.060319267213344574,9,16899,,
0.3479626476764679,9,16949,,
0.005774279125034809,9,16999,,
0.00564356567338109,9,17049,,
0.00368338986299932,9,17099,,
0.0036555910483002663,9,17149,,
0.003547757165506482,9,17199,,
0.03471149131655693,9,17249,,
0.18564143776893616,9,17299,,
0.23538202047348022,9,17349,,
0.007534973323345184,9,17399,,
0.006369761191308498,9,17449,,
0.025303151458501816,9,17499,,
0.32086271047592163,9,17549,,
0.01947406493127346,9,17599,,
0.04504632204771042,9,17649,,
0.005275296978652477,9,17699,,
0.00645181629806757,9,17749,,
0.00544406333938241,9,17799,,
0.2696326673030853,9,17849,,
0.005410912446677685,9,17899,,
0.0028153290040791035,9,17949,,
0.2101404070854187,9,17999,,
,9,17999,0.04042965546250343,
,10,18000,,0.03176284208893776
