train_loss,epoch,step,val_loss,test_loss,accuracy
2.3017196655273438,0,49,,,
2.2937545776367188,0,99,,,
2.3017730712890625,0,149,,,
2.3051211833953857,0,199,,,
2.3120856285095215,0,249,,,
2.314328670501709,0,299,,,
2.305959701538086,0,349,,,
2.296349287033081,0,399,,,
2.2856035232543945,0,449,,,
2.310457944869995,0,499,,,
2.30627179145813,0,549,,,
2.293043375015259,0,599,,,
2.2982187271118164,0,649,,,
2.313621997833252,0,699,,,
2.304198980331421,0,749,,,
2.303785800933838,0,799,,,
,0,843,2.3037970066070557,,
2.316206932067871,1,849,,,
2.291293144226074,1,899,,,
2.310438871383667,1,949,,,
2.3125,1,999,,,
2.292038917541504,1,1049,,,
2.300534725189209,1,1099,,,
2.299168586730957,1,1149,,,
2.3014979362487793,1,1199,,,
2.303636074066162,1,1249,,,
2.3054733276367188,1,1299,,,
2.2932512760162354,1,1349,,,
2.294907569885254,1,1399,,,
2.3030529022216797,1,1449,,,
2.2976975440979004,1,1499,,,
2.288680076599121,1,1549,,,
2.3057260513305664,1,1599,,,
2.3062708377838135,1,1649,,,
,1,1687,2.300708055496216,,
2.299119710922241,2,1699,,,
2.2979934215545654,2,1749,,,
2.284797191619873,2,1799,,,
2.3023288249969482,2,1849,,,
2.3150155544281006,2,1899,,,
2.297743082046509,2,1949,,,
2.299180269241333,2,1999,,,
2.3001973628997803,2,2049,,,
2.3023128509521484,2,2099,,,
2.295595169067383,2,2149,,,
2.302968978881836,2,2199,,,
2.291790723800659,2,2249,,,
2.294450283050537,2,2299,,,
2.319643497467041,2,2349,,,
2.2869715690612793,2,2399,,,
2.292860984802246,2,2449,,,
2.289994955062866,2,2499,,,
,2,2531,2.2974283695220947,,
2.2970058917999268,3,2549,,,
2.290323257446289,3,2599,,,
2.2987351417541504,3,2649,,,
2.301316022872925,3,2699,,,
2.293752431869507,3,2749,,,
2.2957534790039062,3,2799,,,
2.301664352416992,3,2849,,,
2.2997958660125732,3,2899,,,
2.299778699874878,3,2949,,,
2.2914562225341797,3,2999,,,
2.292937755584717,3,3049,,,
2.2876131534576416,3,3099,,,
2.2925333976745605,3,3149,,,
2.290923833847046,3,3199,,,
2.2881507873535156,3,3249,,,
2.292717695236206,3,3299,,,
2.2958855628967285,3,3349,,,
,3,3375,2.2936959266662598,,
2.2891595363616943,4,3399,,,
2.2902143001556396,4,3449,,,
2.297652006149292,4,3499,,,
2.290290355682373,4,3549,,,
2.2966699600219727,4,3599,,,
2.282141923904419,4,3649,,,
2.2982983589172363,4,3699,,,
2.29988169670105,4,3749,,,
2.2864274978637695,4,3799,,,
2.2860426902770996,4,3849,,,
2.2926883697509766,4,3899,,,
2.2868030071258545,4,3949,,,
2.2861807346343994,4,3999,,,
2.2993030548095703,4,4049,,,
2.2905099391937256,4,4099,,,
2.289802074432373,4,4149,,,
2.2887768745422363,4,4199,,,
,4,4219,2.288553237915039,,
2.279446601867676,5,4249,,,
2.2812657356262207,5,4299,,,
2.283787488937378,5,4349,,,
2.27819561958313,5,4399,,,
2.2969048023223877,5,4449,,,
2.2851462364196777,5,4499,,,
2.2951223850250244,5,4549,,,
2.2753448486328125,5,4599,,,
2.2865817546844482,5,4649,,,
2.292102098464966,5,4699,,,
2.283402919769287,5,4749,,,
2.283024311065674,5,4799,,,
2.2817718982696533,5,4849,,,
2.2797210216522217,5,4899,,,
2.2787411212921143,5,4949,,,
2.272205114364624,5,4999,,,
2.279083013534546,5,5049,,,
,5,5063,2.2807729244232178,,
2.282240152359009,6,5099,,,
2.291879653930664,6,5149,,,
2.2823023796081543,6,5199,,,
2.2773995399475098,6,5249,,,
2.2697205543518066,6,5299,,,
2.2709052562713623,6,5349,,,
